country,hapiscore,income,energy,gini,gender
El Salvador2008,0.519,6310,734.0,45.4,0.9640000000000001
Estonia2008,0.545,26000,4110.0,32.0,1.08
Eswatini2008,0.431,7930,392.0,51.7,1.01
Ethiopia2008,0.44099999999999995,928,487.0,31.5,0.583
Finland2008,0.767,42600,6670.0,27.9,1.05
France2008,0.701,37600,4110.0,32.3,1.05
Gabon2008,0.466,15500,2720.0,41.1,0.985
Gambia2008,0.475,1450,71.6,45.2,0.502
Georgia2008,0.41600000000000004,6710,781.0,38.3,1.04
Germany2008,0.652,41000,4040.0,30.9,1.01
Ghana2008,0.49700000000000005,2810,266.0,42.7,0.75
Greece2008,0.541,31900,2750.0,34.1,1.03
Guatemala2008,0.6409999999999999,6780,594.0,53.0,0.848
Guyana2008,0.599,5420,663.0,43.2,1.04
Haiti2008,0.385,1600,386.0,54.0,0.802
Honduras2008,0.542,4030,583.0,54.6,1.06
Hungary2008,0.5065,23700,2640.0,28.4,1.03
Iceland2008,0.6890000000000001,44700,16400.0,29.3,1.06
India2008,0.515,3910,502.0,34.6,0.6409999999999999
Indonesia2008,0.48200000000000004,7820,793.0,35.2,0.912
Iran2008,0.513,17400,2840.0,42.9,0.8490000000000001
Iraq2008,0.45899999999999996,12500,968.0,28.8,0.774
Ireland2008,0.757,45700,3290.0,32.1,1.04
Israel2008,0.726,29000,3130.0,41.7,1.03
Italy2008,0.6779999999999999,38000,3090.0,33.8,1.03
Jamaica2008,0.5800000000000001,8590,1270.0,45.5,1.07
Japan2008,0.591,36300,3860.0,31.9,1.02
Jordan2008,0.493,9630,1080.0,33.5,0.981
Kazakhstan2008,0.589,19300,4460.0,29.0,1.03
Kenya2008,0.402,2300,444.0,45.3,0.878
Kuwait2008,0.618,93600,10800.0,40.0,1.03
Kyrgyz Republic2008,0.474,2790,594.0,32.5,1.04
Latvia2008,0.515,21400,2110.0,35.9,1.06
Lebanon2008,0.45899999999999996,12600,1140.0,31.8,1.04
Lesotho2008,0.3805,2240,11.780000000000001,53.4,1.26
Libya2008,0.5555,29000,2940.0,40.0,0.6829999999999999
Lithuania2008,0.555,23600,2980.0,35.3,1.04
Luxembourg2008,0.706,94900,8610.0,31.3,1.02
Malaysia2008,0.581,20600,2780.0,45.6,1.0
Maldives2008,0.52,12800,803.0,39.2,0.932
Malta2008,0.645,28400,2040.0,29.1,1.01
Mauritius2008,0.5765,14900,1030.0,35.7,0.977
Mexico2008,0.6829999999999999,16700,1620.0,47.3,0.9740000000000001
Moldova2008,0.55,4690,1170.0,33.9,1.07
Mongolia2008,0.449,7570,1360.0,34.7,1.1
Montenegro2008,0.525,14600,2070.0,30.4,0.9990000000000001
Morocco2008,0.509,6120,513.0,40.5,0.67
Mozambique2008,0.465,879,417.0,46.2,0.546
Myanmar2008,0.436,3080,303.0,38.1,1.01
Namibia2008,0.457,8460,712.0,61.8,1.05
Nepal2008,0.444,1840,361.0,37.5,0.461
Netherlands2008,0.763,47700,4850.0,28.9,0.997
New Zealand2008,0.738,32500,4080.0,32.6,1.04
Nicaragua2008,0.51,4040,514.0,44.2,1.11
Niger2008,0.424,815,128.0,37.6,0.46299999999999997
Nigeria2008,0.494,4600,753.0,42.0,0.705
North Macedonia2008,0.507,11000,1460.0,43.2,1.02
Norway2008,0.763,64600,6750.0,26.5,1.03
Oman2008,0.685,45100,5690.0,40.0,0.815
Pakistan2008,0.441,4070,481.0,31.6,0.523
Panama2008,0.693,15100,869.0,52.9,1.08
Paraguay2008,0.557,9030,729.0,51.4,1.09
Peru2008,0.513,9350,526.0,48.4,0.938
Philippines2008,0.45899999999999996,5300,441.0,44.5,1.07
Poland2008,0.5885,20400,2560.0,33.6,1.05
Portugal2008,0.5720000000000001,27600,2340.0,36.4,1.09
Qatar2008,0.659,116000,15800.0,40.0,1.22
Romania2008,0.539,19000,1930.0,33.1,1.0
Russia2008,0.562,24000,4820.0,40.8,1.05
Saudi Arabia2008,0.6809999999999999,46800,6050.0,40.0,0.727
Senegal2008,0.46799999999999997,2770,261.0,39.6,0.599
Serbia2008,0.5115000000000001,13500,2290.0,28.6,1.03
Singapore2008,0.664,66800,5090.0,42.6,0.972
Slovak Republic2008,0.605,25400,3410.0,26.7,1.02
Slovenia2008,0.6005,31100,3840.0,24.4,1.05
South Africa2008,0.535,12100,2950.0,63.6,1.03
South Korea2008,0.539,28600,4630.0,32.0,0.9740000000000001
South Sudan2008,0.289,3940,65.4,45.3,0.342
Spain2008,0.7290000000000001,34200,3030.0,34.4,1.04
Sri Lanka2008,0.44299999999999995,7710,456.0,38.7,1.03
Sudan2008,0.444,3350,362.0,35.4,0.705
Suriname2008,0.627,13300,1160.0,60.4,0.993
Sweden2008,0.752,43500,5380.0,27.3,1.04
Switzerland2008,0.7509999999999999,56800,3500.0,33.5,0.973
Syria2008,0.532,5920,1120.0,35.4,0.8079999999999999
Tajikistan2008,0.506,2020,340.0,31.7,0.927
Tanzania2008,0.43799999999999994,2110,457.0,39.6,0.856
Thailand2008,0.564,12800,1620.0,40.2,1.01
Togo2008,0.281,1170,421.0,43.7,0.522
Trinidad and Tobago2008,0.67,32000,14100.0,41.2,1.06
Tunisia2008,0.47600000000000003,10000,905.0,37.0,0.774
Turkey2008,0.512,17800,1400.0,39.0,0.815
Turkmenistan2008,0.5625,8850,4590.0,46.4,1.0
Ukraine2008,0.517,8770,2910.0,26.7,1.04
United Arab Emirates2008,0.681,69400,8370.0,40.0,1.05
United Kingdom2008,0.6990000000000001,38100,3360.0,34.6,1.01
United States2008,0.728,50400,7490.0,40.8,1.02
Uruguay2008,0.5660000000000001,15400,1240.0,45.5,1.09
Uzbekistan2008,0.531,3790,1820.0,33.5,1.01
Venezuela2008,0.626,18200,2350.0,46.9,1.08
Vietnam2008,0.5479999999999999,4030,564.0,36.7,0.971
Yemen2008,0.39,4320,332.0,35.2,0.267
Zambia2008,0.473,2930,603.0,55.0,0.821
Zimbabwe2008,0.317,1480,724.0,43.2,0.8909999999999999
Albania2009,0.5489999999999999,9530,732.0,29.7,1.01
Algeria2009,0.533,12700,1150.0,29.0,0.887
Angola2009,0.415,6290,515.0,43.4,0.701
Argentina2009,0.642,17300,1870.0,44.0,1.08
Armenia2009,0.418,6530,904.0,29.6,1.04
Australia2009,0.7290000000000001,41300,5860.0,34.2,1.02
Austria2009,0.7290000000000001,42700,3800.0,30.7,1.0
Azerbaijan2009,0.457,15700,1330.0,32.1,0.998
Bahrain2009,0.57,40700,10300.0,40.0,1.07
Bangladesh2009,0.508,2410,193.0,32.4,0.7440000000000001
Belarus2009,0.556,15100,2790.0,28.2,1.05
Belgium2009,0.6940000000000001,40400,5200.0,28.5,1.04
Belize2009,0.6205,7780,567.0,53.3,0.978
Benin2009,0.36700000000000005,1830,384.0,41.8,0.462
Bhutan2009,0.508,6160,314.0,38.4,0.46
Bolivia2009,0.609,5210,594.0,49.7,0.89
Bosnia and Herzegovina2009,0.496,9600,1660.0,33.0,0.98
Botswana2009,0.3655,12400,1010.0,61.2,1.13
Brazil2009,0.7,13700,1240.0,53.8,1.12
Bulgaria2009,0.444,15000,2350.0,33.9,1.06
Cambodia2009,0.41100000000000003,2420,360.0,42.0,0.7490000000000001
Cameroon2009,0.474,2860,349.0,43.9,0.774
Canada2009,0.7490000000000001,39900,7800.0,33.7,1.01
Chile2009,0.649,18500,1750.0,48.4,1.03
China2009,0.445,8630,1780.0,42.5,0.866
Colombia2009,0.627,10600,686.0,54.6,1.06
Comoros2009,0.348,2390,60.5,50.6,0.773
"Congo, Dem. Rep.2009",0.39799999999999996,637,307.0,42.1,0.6659999999999999
"Congo, Rep.2009",0.4315,5050,371.0,48.4,0.83
Costa Rica2009,0.7609999999999999,12500,1010.0,49.1,1.08
Cote d'Ivoire2009,0.42,2680,467.0,42.8,0.574
Croatia2009,0.5429999999999999,21000,2210.0,32.3,1.06
Cuba2009,0.542,6480,1020.0,43.2,1.05
Cyprus2009,0.6829999999999999,34400,2300.0,31.8,1.03
Czech Republic2009,0.6555,27800,4030.0,26.3,1.02
Denmark2009,0.768,43400,3330.0,26.5,1.04
Djibouti2009,0.491,2630,178.0,43.6,0.451
Dominican Republic2009,0.5429999999999999,10600,748.0,47.8,1.1
Ecuador2009,0.602,9130,788.0,49.2,1.04
Egypt2009,0.507,9720,911.0,31.3,0.79
El Salvador2009,0.684,6150,684.0,44.8,0.9670000000000001
Estonia2009,0.514,22200,3650.0,31.8,1.08
Eswatini2009,0.431,8000,392.0,51.6,1.02
Ethiopia2009,0.44099999999999995,982,487.0,32.1,0.5870000000000001
Finland2009,0.7555,38900,6270.0,27.8,1.05
France2009,0.628,36300,3910.0,33.0,1.05
Gabon2009,0.466,15000,2880.0,40.8,0.986
Gambia2009,0.475,1500,71.6,44.6,0.506
Georgia2009,0.38,6520,812.0,38.8,1.04
Germany2009,0.664,38800,3790.0,30.7,1.01
Ghana2009,0.42,2880,281.0,42.6,0.754
Greece2009,0.604,30400,2650.0,34.0,1.03
Guatemala2009,0.645,6670,669.0,52.2,0.853
Guyana2009,0.599,5610,663.0,43.2,1.04
Haiti2009,0.3795,1620,385.0,53.3,0.8079999999999999
Honduras2009,0.603,3850,547.0,54.4,1.07
Hungary2009,0.489,22200,2480.0,28.5,1.03
Iceland2009,0.75,41500,16900.0,28.6,1.06
India2009,0.452,4160,545.0,34.7,0.647
Indonesia2009,0.547,8070,846.0,36.4,0.9179999999999999
Iran2009,0.47350000000000003,17300,2800.0,41.9,0.8540000000000001
Iraq2009,0.478,12700,1140.0,29.0,0.779
Ireland2009,0.705,42900,3150.0,32.1,1.05
Israel2009,0.735,28600,2870.0,41.8,1.04
Italy2009,0.633,35700,2870.0,34.1,1.03
Jamaica2009,0.5800000000000001,8180,1080.0,45.5,1.07
Japan2009,0.584,34300,3680.0,32.1,1.02
Jordan2009,0.6,9660,1080.0,33.3,0.9840000000000001
Kazakhstan2009,0.5379999999999999,19000,3940.0,28.6,1.04
Kenya2009,0.42700000000000005,2310,457.0,44.7,0.883
Kuwait2009,0.659,81900,11100.0,40.0,1.04
Kyrgyz Republic2009,0.507,2840,536.0,30.6,1.04
Latvia2009,0.467,18600,2060.0,35.9,1.06
Lebanon2009,0.521,13700,1380.0,31.8,1.04
Lesotho2009,0.3805,2290,11.780000000000001,53.7,1.26
Libya2009,0.5555,28400,3150.0,40.0,0.688
Lithuania2009,0.547,20300,2770.0,34.9,1.04
Luxembourg2009,0.696,89100,7950.0,31.5,1.02
Malaysia2009,0.5379999999999999,19900,2590.0,45.2,1.0
Maldives2009,0.52,11500,803.0,38.9,0.9359999999999999
Malta2009,0.633,27500,1890.0,29.3,1.01
Mauritius2009,0.5765,15300,999.0,35.7,0.9790000000000001
Mexico2009,0.696,15600,1600.0,46.9,0.978
Moldova2009,0.555,4420,1110.0,32.9,1.07
Mongolia2009,0.4945,7350,1390.0,34.5,1.1
Montenegro2009,0.48,13700,1650.0,30.5,1.0
Morocco2009,0.509,6300,510.0,40.4,0.675
Mozambique2009,0.4635,910,421.0,46.6,0.55
Myanmar2009,0.436,3390,285.0,38.1,1.01
Namibia2009,0.457,8330,712.0,61.4,1.05
Nepal2009,0.49200000000000005,1910,369.0,36.0,0.467
Netherlands2009,0.746,45700,4720.0,28.5,0.9990000000000001
New Zealand2009,0.731,32100,4070.0,33.1,1.04
Nicaragua2009,0.535,3850,510.0,44.3,1.11
Niger2009,0.42700000000000005,779,130.0,35.4,0.46799999999999997
Nigeria2009,0.498,4840,722.0,42.4,0.711
North Macedonia2009,0.44299999999999995,11000,1360.0,42.7,1.02
Norway2009,0.758,62700,6480.0,26.3,1.03
Oman2009,0.685,45700,5500.0,40.0,0.8190000000000001
Pakistan2009,0.521,4100,477.0,31.0,0.528
Panama2009,0.703,15000,942.0,52.2,1.08
Paraguay2009,0.5579999999999999,8880,728.0,51.2,1.09
Peru2009,0.552,9380,547.0,47.2,0.941
Philippines2009,0.488,5270,413.0,44.3,1.07
Poland2009,0.5770000000000001,21000,2470.0,33.4,1.05
Portugal2009,0.5315000000000001,26700,2300.0,36.1,1.09
Qatar2009,0.642,113000,14600.0,40.0,1.22
Romania2009,0.537,18100,1710.0,32.4,1.01
Russia2009,0.516,22100,4530.0,40.6,1.05
Saudi Arabia2009,0.615,44500,6260.0,40.0,0.7340000000000001
Senegal2009,0.434,2760,305.0,39.8,0.605
Serbia2009,0.43799999999999994,13200,2070.0,29.5,1.03
Singapore2009,0.614,64900,4260.0,42.7,0.975
Slovak Republic2009,0.605,24000,3110.0,26.7,1.03
Slovenia2009,0.583,28500,3500.0,24.5,1.05
South Africa2009,0.522,11800,2850.0,63.4,1.03
South Korea2009,0.565,28600,4650.0,32.1,0.977
South Sudan2009,0.289,3960,65.4,45.3,0.344
Spain2009,0.62,32700,2760.0,34.8,1.04
Sri Lanka2009,0.42100000000000004,7930,450.0,38.1,1.03
Sudan2009,0.445,3370,364.0,35.4,0.7120000000000001
Suriname2009,0.627,13600,1150.0,60.6,0.996
Sweden2009,0.727,40900,4880.0,27.6,1.04
Switzerland2009,0.752,54800,3480.0,33.0,0.975
Syria2009,0.498,6120,1010.0,35.3,0.813
Tajikistan2009,0.45799999999999996,2050,290.0,31.5,0.9279999999999999
Tanzania2009,0.341,2160,456.0,39.3,0.86
Thailand2009,0.5479999999999999,12600,1610.0,39.3,1.01
Togo2009,0.377,1200,498.0,44.5,0.527
Trinidad and Tobago2009,0.619,30400,14200.0,41.3,1.06
Tunisia2009,0.503,10200,870.0,36.6,0.782
Turkey2009,0.521,16800,1370.0,39.1,0.82
Turkmenistan2009,0.657,9250,3970.0,46.4,1.01
Ukraine2009,0.517,7510,2490.0,25.7,1.04
United Arab Emirates2009,0.687,58800,7570.0,40.0,1.05
United Kingdom2009,0.691,36200,3150.0,34.3,1.02
United States2009,0.716,48600,7060.0,40.7,1.03
Uruguay2009,0.63,16000,1230.0,44.8,1.09
Uzbekistan2009,0.526,4020,1590.0,33.5,1.01
Venezuela2009,0.7190000000000001,17400,2320.0,46.9,1.08
Vietnam2009,0.53,4210,609.0,37.1,0.976
Yemen2009,0.48100000000000004,4360,359.0,35.5,0.272
Zambia2009,0.526,3120,601.0,55.3,0.826
Zimbabwe2009,0.406,1630,729.0,43.2,0.895
Albania2010,0.527,9930,729.0,29.5,1.01
Algeria2010,0.546,12900,1110.0,28.5,0.89
Angola2010,0.415,6360,521.0,42.9,0.705
Argentina2010,0.644,18900,1930.0,43.0,1.08
Armenia2010,0.43700000000000006,6700,863.0,29.2,1.04
Australia2010,0.745,41500,5790.0,33.6,1.02
Austria2010,0.73,43300,4050.0,30.7,1.0
Azerbaijan2010,0.42200000000000004,16200,1280.0,32.2,1.0
Bahrain2010,0.594,40600,10200.0,40.0,1.07
Bangladesh2010,0.486,2520,207.0,32.3,0.75
Belarus2010,0.5529999999999999,16300,2900.0,27.6,1.05
Belgium2010,0.685,41100,5540.0,28.2,1.04
Belize2010,0.6205,7850,567.0,53.3,0.982
Benin2010,0.36700000000000005,1820,397.0,42.4,0.466
Bhutan2010,0.508,6810,314.0,38.5,0.46399999999999997
Bolivia2010,0.578,5340,636.0,48.1,0.894
Bosnia and Herzegovina2010,0.467,9760,1750.0,33.0,0.983
Botswana2010,0.355,13200,1080.0,60.8,1.13
Brazil2010,0.684,14600,1360.0,53.3,1.12
Bulgaria2010,0.391,15300,2420.0,34.7,1.06
Cambodia2010,0.414,2520,370.0,42.0,0.755
Cameroon2010,0.455,2880,342.0,44.5,0.778
Canada2010,0.765,40700,7790.0,33.7,1.01
Chile2010,0.664,19400,1810.0,48.2,1.04
China2010,0.465,9500,1950.0,42.5,0.87
Colombia2010,0.6409999999999999,11000,690.0,54.2,1.06
Comoros2010,0.381,2430,60.5,49.6,0.778
"Congo, Dem. Rep.2010",0.441,660,307.0,42.1,0.6729999999999999
"Congo, Rep.2010",0.4315,5320,392.0,48.6,0.8370000000000001
Costa Rica2010,0.727,12900,1020.0,48.9,1.08
Cote d'Ivoire2010,0.4495,2670,495.0,42.7,0.579
Croatia2010,0.56,20800,2190.0,32.2,1.06
Cuba2010,0.542,6700,1100.0,43.3,1.05
Cyprus2010,0.639,33900,2200.0,32.4,1.03
Czech Republic2010,0.625,28400,4240.0,26.3,1.02
Denmark2010,0.777,44000,3510.0,26.8,1.04
Djibouti2010,0.501,2670,178.0,44.1,0.457
Dominican Republic2010,0.474,11400,777.0,47.2,1.1
Ecuador2010,0.584,9310,784.0,47.8,1.04
Egypt2010,0.467,10000,877.0,31.2,0.797
El Salvador2010,0.674,6280,687.0,44.1,0.97
Estonia2010,0.5489999999999999,22700,4220.0,32.2,1.08
Eswatini2010,0.431,8240,392.0,51.5,1.02
Ethiopia2010,0.44099999999999995,1080,487.0,32.7,0.5920000000000001
Finland2010,0.7390000000000001,39800,6830.0,27.5,1.06
France2010,0.68,36800,4020.0,33.2,1.06
Gabon2010,0.466,15500,3130.0,40.5,0.987
Gambia2010,0.475,1550,71.6,43.9,0.511
Georgia2010,0.41,6980,825.0,38.9,1.04
Germany2010,0.672,40400,4000.0,30.6,1.01
Ghana2010,0.461,3030,299.0,42.5,0.759
Greece2010,0.584,28700,2480.0,34.5,1.03
Guatemala2010,0.629,6710,715.0,51.4,0.857
Guyana2010,0.599,5830,663.0,43.2,1.04
Haiti2010,0.377,1510,382.0,52.5,0.8140000000000001
Honduras2010,0.5870000000000001,3910,549.0,54.4,1.07
Hungary2010,0.473,22400,2570.0,28.8,1.03
Iceland2010,0.75,40100,17000.0,28.0,1.07
India2010,0.499,4450,562.0,34.9,0.652
Indonesia2010,0.546,8460,877.0,37.3,0.9229999999999999
Iran2010,0.47350000000000003,18100,2770.0,40.8,0.8590000000000001
Iraq2010,0.507,13200,1260.0,29.2,0.785
Ireland2010,0.726,43500,3150.0,32.4,1.05
Israel2010,0.736,29700,3040.0,41.9,1.04
Italy2010,0.635,36200,2930.0,34.5,1.03
Jamaica2010,0.5800000000000001,8020,951.0,45.5,1.07
Japan2010,0.606,35800,3890.0,32.1,1.02
Jordan2010,0.557,9390,978.0,33.2,0.986
Kazakhstan2010,0.551,20100,4230.0,28.2,1.04
Kenya2010,0.426,2440,464.0,44.2,0.887
Kuwait2010,0.68,75400,10700.0,40.0,1.04
Kyrgyz Republic2010,0.5,2790,505.0,29.3,1.04
Latvia2010,0.515,18300,2150.0,35.6,1.07
Lebanon2010,0.503,14400,1290.0,31.8,1.05
Lesotho2010,0.3805,2420,11.780000000000001,54.0,1.26
Libya2010,0.5555,29500,3350.0,40.0,0.6920000000000001
Lithuania2010,0.507,21100,2280.0,35.0,1.04
Luxembourg2010,0.71,91700,8330.0,32.1,1.02
Malaysia2010,0.5579999999999999,21000,2600.0,44.5,1.01
Maldives2010,0.52,12000,803.0,38.6,0.9390000000000001
Malta2010,0.5770000000000001,28300,2010.0,29.4,1.02
Mauritius2010,0.5765,15900,1050.0,35.8,0.982
Mexico2010,0.68,16200,1530.0,46.8,0.981
Moldova2010,0.5589999999999999,4730,1230.0,31.9,1.08
Mongolia2010,0.45899999999999996,7690,1450.0,34.2,1.11
Montenegro2010,0.546,14000,1900.0,30.7,1.0
Morocco2010,0.43799999999999994,6460,528.0,40.2,0.6809999999999999
Mozambique2010,0.4635,945,423.0,47.3,0.5529999999999999
Myanmar2010,0.436,3690,277.0,38.1,1.02
Namibia2010,0.457,8680,726.0,61.0,1.05
Nepal2010,0.435,1990,378.0,34.7,0.473
Netherlands2010,0.75,46100,5030.0,28.1,1.0
New Zealand2010,0.722,32200,4230.0,33.2,1.04
Nicaragua2010,0.569,3970,508.0,44.5,1.12
Niger2010,0.41,812,135.0,34.0,0.473
Nigeria2010,0.47600000000000003,5090,756.0,42.7,0.7170000000000001
North Macedonia2010,0.418,11400,1390.0,41.5,1.02
Norway2010,0.758,62400,6930.0,26.0,1.03
Oman2010,0.685,45300,6150.0,40.0,0.8240000000000001
Pakistan2010,0.579,4070,474.0,30.8,0.534
Panama2010,0.732,15600,991.0,52.0,1.09
Paraguay2010,0.584,9740,769.0,50.2,1.09
Peru2010,0.561,10100,643.0,46.1,0.946
Philippines2010,0.494,5580,430.0,44.2,1.07
Poland2010,0.589,21800,2640.0,33.2,1.05
Portugal2010,0.509,27200,2220.0,36.0,1.09
Qatar2010,0.685,120000,14900.0,40.0,1.22
Romania2010,0.491,17500,1730.0,32.0,1.01
Russia2010,0.5379999999999999,23300,4820.0,40.3,1.05
Saudi Arabia2010,0.631,45400,6760.0,40.0,0.74
Senegal2010,0.43700000000000006,2780,302.0,39.9,0.611
Serbia2010,0.446,13400,2140.0,31.8,1.03
Singapore2010,0.653,73100,5010.0,42.5,0.978
Slovak Republic2010,0.605,25200,3310.0,26.6,1.03
Slovenia2010,0.608,28700,3580.0,24.8,1.05
South Africa2010,0.465,12000,2770.0,63.3,1.03
South Korea2010,0.612,30400,5050.0,32.0,0.9790000000000001
South Sudan2010,0.289,4010,65.4,45.3,0.349
Spain2010,0.619,32500,2740.0,35.1,1.05
Sri Lanka2010,0.39799999999999996,8500,481.0,37.7,1.03
Sudan2010,0.444,3400,362.0,35.4,0.7190000000000001
Suriname2010,0.627,14100,1360.0,60.8,0.9990000000000001
Sweden2010,0.75,43000,5430.0,27.7,1.04
Switzerland2010,0.7509999999999999,55900,3350.0,32.5,0.977
Syria2010,0.446,6290,1010.0,35.3,0.8190000000000001
Tajikistan2010,0.43799999999999994,2140,289.0,31.6,0.93
Tanzania2010,0.32299999999999995,2230,466.0,38.8,0.865
Thailand2010,0.622,13500,1750.0,39.2,1.01
Togo2010,0.377,1240,485.0,45.0,0.532
Trinidad and Tobago2010,0.619,31300,15100.0,41.3,1.06
Tunisia2010,0.513,10400,967.0,36.3,0.789
Turkey2010,0.5489999999999999,18000,1470.0,39.4,0.826
Turkmenistan2010,0.5625,9940,4460.0,46.4,1.01
Ukraine2010,0.506,7820,2890.0,25.2,1.04
United Arab Emirates2010,0.71,55400,7220.0,40.0,1.05
United Kingdom2010,0.703,36500,3230.0,33.7,1.02
United States2010,0.716,49500,7160.0,40.7,1.03
Uruguay2010,0.606,17200,1220.0,43.5,1.1
Uzbekistan2010,0.51,4240,1510.0,33.5,1.01
Venezuela2010,0.748,16900,2550.0,46.9,1.09
Vietnam2010,0.53,4430,670.0,37.1,0.98
Yemen2010,0.435,4570,338.0,35.7,0.276
Zambia2010,0.473,3340,604.0,55.6,0.831
Zimbabwe2010,0.46799999999999997,1930,745.0,43.2,0.899
Albania2011,0.5870000000000001,10200,765.0,29.3,1.02
Algeria2011,0.532,13000,1140.0,28.2,0.894
Angola2011,0.5589999999999999,6350,522.0,42.7,0.7120000000000001
Argentina2011,0.6779999999999999,19800,1950.0,42.3,1.08
Armenia2011,0.426,7020,944.0,29.5,1.04
Australia2011,0.741,42000,5750.0,32.9,1.02
Austria2011,0.747,44500,3920.0,30.8,1.0
Azerbaijan2011,0.46799999999999997,15800,1370.0,32.4,1.0
Bahrain2011,0.48200000000000004,40200,9910.0,40.0,1.07
Bangladesh2011,0.499,2650,212.0,32.2,0.757
Belarus2011,0.523,17200,3100.0,27.3,1.05
Belgium2011,0.711,41300,5090.0,28.0,1.04
Belize2011,0.6205,7830,567.0,53.3,0.985
Benin2011,0.387,1820,397.0,43.1,0.473
Bhutan2011,0.508,7270,314.0,38.6,0.46799999999999997
Bolivia2011,0.578,5530,661.0,47.4,0.898
Bosnia and Herzegovina2011,0.499,9980,1950.0,33.0,0.987
Botswana2011,0.35200000000000004,13800,1030.0,60.6,1.13
Brazil2011,0.7040000000000001,15100,1370.0,53.1,1.12
Bulgaria2011,0.38799999999999996,15700,2620.0,35.3,1.06
Cambodia2011,0.41600000000000004,2660,381.0,42.0,0.7609999999999999
Cameroon2011,0.44299999999999995,2910,321.0,45.0,0.784
Canada2011,0.743,41600,7910.0,33.8,1.02
Chile2011,0.653,20300,1950.0,47.9,1.04
China2011,0.504,10400,2090.0,41.9,0.875
Colombia2011,0.6459999999999999,11700,684.0,53.7,1.06
Comoros2011,0.384,2470,60.5,48.5,0.784
"Congo, Dem. Rep.2011",0.452,682,316.0,42.1,0.6779999999999999
"Congo, Rep.2011",0.451,5350,508.0,48.8,0.8420000000000001
Costa Rica2011,0.723,13300,1000.0,49.1,1.08
Cote d'Ivoire2011,0.4495,2500,554.0,42.4,0.583
Croatia2011,0.539,20800,2140.0,31.9,1.06
Cuba2011,0.542,6930,1030.0,43.4,1.05
Cyprus2011,0.669,33200,2110.0,33.5,1.03
Czech Republic2011,0.633,28800,4080.0,26.3,1.02
Denmark2011,0.779,44400,3230.0,27.5,1.04
Djibouti2011,0.43700000000000006,2740,178.0,44.3,0.461
Dominican Republic2011,0.54,11600,781.0,47.1,1.1
Ecuador2011,0.58,9880,818.0,47.2,1.04
Egypt2011,0.41700000000000004,9980,901.0,30.9,0.8029999999999999
El Salvador2011,0.474,6490,691.0,43.4,0.9740000000000001
Estonia2011,0.5489999999999999,24500,4240.0,32.8,1.08
Eswatini2011,0.48700000000000004,8370,392.0,51.5,1.02
Ethiopia2011,0.44099999999999995,1160,489.0,33.5,0.596
Finland2011,0.735,40700,6540.0,27.4,1.06
France2011,0.696,37400,3850.0,33.1,1.06
Gabon2011,0.426,16000,2430.0,40.1,0.99
Gambia2011,0.475,1440,71.6,43.0,0.516
Georgia2011,0.42,7550,944.0,39.0,1.04
Germany2011,0.662,42700,3870.0,30.7,1.01
Ghana2011,0.561,3370,311.0,42.5,0.764
Greece2011,0.537,26100,2410.0,35.0,1.03
Guatemala2011,0.574,6850,751.0,50.7,0.862
Guyana2011,0.599,6110,663.0,43.2,1.05
Haiti2011,0.484,1570,389.0,51.9,0.8190000000000001
Honduras2011,0.496,3980,597.0,53.9,1.07
Hungary2011,0.49200000000000005,22800,2500.0,29.6,1.04
Iceland2011,0.75,40800,18200.0,26.8,1.07
India2011,0.46299999999999997,4630,578.0,35.0,0.6579999999999999
Indonesia2011,0.517,8860,834.0,38.2,0.927
Iran2011,0.47700000000000004,18400,2790.0,39.7,0.8640000000000001
Iraq2011,0.473,13700,1340.0,29.3,0.79
Ireland2011,0.701,44900,2870.0,32.9,1.05
Israel2011,0.743,30600,2980.0,41.9,1.04
Italy2011,0.606,36300,2830.0,34.7,1.03
Jamaica2011,0.537,8110,1010.0,45.5,1.07
Japan2011,0.626,35800,3610.0,32.1,1.02
Jordan2011,0.5539999999999999,9120,922.0,33.3,0.99
Kazakhstan2011,0.574,21300,4670.0,27.9,1.04
Kenya2011,0.441,2520,461.0,43.6,0.8909999999999999
Kuwait2011,0.638,78000,10200.0,40.0,1.04
Kyrgyz Republic2011,0.49200000000000005,2920,600.0,28.8,1.04
Latvia2011,0.49700000000000005,19800,2070.0,35.4,1.07
Lebanon2011,0.519,13800,1220.0,31.8,1.05
Lesotho2011,0.49,2580,11.780000000000001,54.1,1.26
Libya2011,0.5555,11100,2190.0,40.0,0.6990000000000001
Lithuania2011,0.5429999999999999,22900,2410.0,34.7,1.04
Luxembourg2011,0.71,92000,8060.0,32.0,1.02
Malaysia2011,0.579,21800,2670.0,43.6,1.01
Maldives2011,0.52,12500,803.0,38.5,0.943
Malta2011,0.615,28600,1990.0,29.3,1.02
Mauritius2011,0.5479999999999999,16600,1050.0,35.8,0.986
Mexico2011,0.691,16500,1590.0,46.8,0.983
Moldova2011,0.579,5010,1210.0,30.7,1.08
Mongolia2011,0.503,8850,1560.0,33.6,1.11
Montenegro2011,0.522,14500,1820.0,31.1,1.01
Morocco2011,0.508,6700,561.0,40.1,0.6859999999999999
Mozambique2011,0.49700000000000005,984,428.0,48.4,0.555
Myanmar2011,0.436,3870,281.0,38.1,1.02
Namibia2011,0.457,8960,736.0,60.7,1.06
Nepal2011,0.381,2050,391.0,33.8,0.479
